
[MeshData]

UVêî : 41058

UVî‘çÜ0 : { 0.606565, 0.747517 }
UVî‘çÜ136 : { 0.955895, 0.991467 }
UVî‘çÜ137 : { 0.95431, 0.992604 }
UVî‘çÜ138 : { 0.955446, 0.990398 }
UVî‘çÜ139 : { 0.956013, 0.989296 }
UVî‘çÜ140 : { 0.95619, 0.989474 }
UVî‘çÜ141 : { 0.95619, 0.989474 }
UVî‘çÜ142 : { 0.95525, 0.991039 }
UVî‘çÜ143 : { 0.955446, 0.990398 }
UVî‘çÜ144 : { 0.956013, 0.989296 }
UVî‘çÜ145 : { 0.955446, 0.990398 }
UVî‘çÜ146 : { 0.955837, 0.989117 }
UVî‘çÜ147 : { 0.955074, 0.99086 }
UVî‘çÜ148 : { 0.955837, 0.989117 }
UVî‘çÜ149 : { 0.955446, 0.990398 }
UVî‘çÜ150 : { 0.955074, 0.99086 }
UVî‘çÜ151 : { 0.95525, 0.991039 }
UVî‘çÜ152 : { 0.95431, 0.992604 }
UVî‘çÜ153 : { 0.95525, 0.991039 }
UVî‘çÜ154 : { 0.955074, 0.99086 }
UVî‘çÜ155 : { 0.955446, 0.990398 }
UVî‘çÜ156 : { 0.840146, 0.976735 }
UVî‘çÜ157 : { 0.839837, 0.980322 }
UVî‘çÜ158 : { 0.839949, 0.978949 }
UVî‘çÜ159 : { 0.839949, 0.978949 }
UVî‘çÜ160 : { 0.840159, 0.976468 }
UVî‘çÜ161 : { 0.840146, 0.976735 }
UVî‘çÜ162 : { 0.83985, 0.980056 }
UVî‘çÜ163 : { 0.840172, 0.976201 }
UVî‘çÜ164 : { 0.839949, 0.978949 }
UVî‘çÜ165 : { 0.840172, 0.976201 }
UVî‘çÜ166 : { 0.840159, 0.976468 }
UVî‘çÜ167 : { 0.839949, 0.978949 }
UVî‘çÜ168 : { 0.839949, 0.978949 }
UVî‘çÜ169 : { 0.839837, 0.980322 }
UVî‘çÜ170 : { 0.83985, 0.980056 }
UVî‘çÜ171 : { 0.839528, 0.98391 }
UVî‘çÜ172 : { 0.83985, 0.980056 }
UVî‘çÜ173 : { 0.839837, 0.980322 }
UVî‘çÜ174 : { 0.838488, 0.979179 }
UVî‘çÜ175 : { 0.838863, 0.976625 }
UVî‘çÜ176 : { 0.839195, 0.980267 }
UVî‘çÜ177 : { 0.838863, 0.976625 }
UVî‘çÜ178 : { 0.838488, 0.979179 }
UVî‘çÜ179 : { 0.837968, 0.976814 }
UVî‘çÜ180 : { 0.838488, 0.979179 }
UVî‘çÜ181 : { 0.837074, 0.977003 }
UVî‘çÜ182 : { 0.837968, 0.976814 }
UVî‘çÜ183 : { 0.837074, 0.977003 }
UVî‘çÜ184 : { 0.838488, 0.979179 }
UVî‘çÜ185 : { 0.838301, 0.980456 }
UVî‘çÜ186 : { 0.839195, 0.980267 }
UVî‘çÜ187 : { 0.838301, 0.980456 }
UVî‘çÜ188 : { 0.838488, 0.979179 }
UVî‘çÜ189 : { 0.838301, 0.980456 }
UVî‘çÜ190 : { 0.839195, 0.980267 }
UVî‘çÜ191 : { 0.839528, 0.98391 }
UVî‘çÜ192 : { 0.522399, 0.313279 }
UVî‘çÜ193 : { 0.520633, 0.318767 }
UVî‘çÜ194 : { 0.519572, 0.316161 }
UVî‘çÜ195 : { 0.522399, 0.313279 }
UVî‘çÜ196 : { 0.519572, 0.316161 }
UVî‘çÜ197 : { 0.519925, 0.312113 }
UVî‘çÜ198 : { 0.517452, 0.310947 }
UVî‘çÜ199 : { 0.519572, 0.316161 }
UVî‘çÜ200 : { 0.518159, 0.317601 }
UVî‘çÜ201 : { 0.519572, 0.316161 }
UVî‘çÜ202 : { 0.517452, 0.310947 }
UVî‘çÜ203 : { 0.519925, 0.312113 }
UVî‘çÜ204 : { 0.520633, 0.318767 }
UVî‘çÜ205 : { 0.518159, 0.317601 }
UVî‘çÜ206 : { 0.519572, 0.316161 }
UVî‘çÜ207 : { 0.518159, 0.317601 }
UVî‘çÜ208 : { 0.520633, 0.318767 }
UVî‘çÜ209 : { 0.518866, 0.324256 }
UVî‘çÜ210 : { 0.717418, 0.981986 }
UVî‘çÜ211 : { 0.713974, 0.979005 }
UVî‘çÜ212 : { 0.715642, 0.979079 }
UVî‘çÜ213 : { 0.715642, 0.979079 }
UVî‘çÜ214 : { 0.719974, 0.983513 }
UVî‘çÜ215 : { 0.717418, 0.981986 }
UVî‘çÜ216 : { 0.718306, 0.983439 }
UVî‘çÜ217 : { 0.713974, 0.979005 }
UVî‘çÜ218 : { 0.717418, 0.981986 }
UVî‘çÜ219 : { 0.713974, 0.979005 }
UVî‘çÜ220 : { 0.718306, 0.983439 }
UVî‘çÜ221 : { 0.712307, 0.978932 }
UVî‘çÜ222 : { 0.719974, 0.983513 }
UVî‘çÜ223 : { 0.718306, 0.983439 }
UVî‘çÜ224 : { 0.717418, 0.981986 }
UVî‘çÜ225 : { 0.718306, 0.983439 }
UVî‘çÜ226 : { 0.719974, 0.983513 }
UVî‘çÜ227 : { 0.724305, 0.987947 }
UVî‘çÜ228 : { 0.898222, 0.561648 }
UVî‘çÜ229 : { 0.89441, 0.574652 }
UVî‘çÜ230 : { 0.894334, 0.569823 }
UVî‘çÜ231 : { 0.894334, 0.569823 }
UVî‘çÜ232 : { 0.896201, 0.560907 }
UVî‘çÜ233 : { 0.898222, 0.561648 }
UVî‘çÜ234 : { 0.896201, 0.560907 }
UVî‘çÜ235 : { 0.894334, 0.569823 }
UVî‘çÜ236 : { 0.89418, 0.560165 }
UVî‘çÜ237 : { 0.892389, 0.57391 }
UVî‘çÜ238 : { 0.89418, 0.560165 }
UVî‘çÜ239 : { 0.894334, 0.569823 }
UVî‘çÜ240 : { 0.89441, 0.574652 }
UVî‘çÜ241 : { 0.890599, 0.587655 }
UVî‘çÜ242 : { 0.892389, 0.57391 }
UVî‘çÜ243 : { 0.892389, 0.57391 }
UVî‘çÜ244 : { 0.894334, 0.569823 }
UVî‘çÜ245 : { 0.89441, 0.574652 }
UVî‘çÜ246 : { 0.907588, 0.562468 }
UVî‘çÜ247 : { 0.899093, 0.575062 }
UVî‘çÜ248 : { 0.900557, 0.570225 }
UVî‘çÜ249 : { 0.900557, 0.570225 }
UVî‘çÜ250 : { 0.905536, 0.56151 }
UVî‘çÜ251 : { 0.907588, 0.562468 }
UVî‘çÜ252 : { 0.897041, 0.574103 }
UVî‘çÜ253 : { 0.903484, 0.560551 }
UVî‘çÜ254 : { 0.900557, 0.570225 }
UVî‘çÜ255 : { 0.903484, 0.560551 }
UVî‘çÜ256 : { 0.905536, 0.56151 }
UVî‘çÜ257 : { 0.900557, 0.570225 }
UVî‘çÜ258 : { 0.890599, 0.587655 }
UVî‘çÜ259 : { 0.897041, 0.574103 }
UVî‘çÜ260 : { 0.899093, 0.575062 }
UVî‘çÜ261 : { 0.900557, 0.570225 }
UVî‘çÜ262 : { 0.899093, 0.575062 }
UVî‘çÜ263 : { 0.897041, 0.574103 }
UVî‘çÜ264 : { 0.802857, 0.52077 }
UVî‘çÜ265 : { 0.802114, 0.515642 }
UVî‘çÜ266 : { 0.803412, 0.515754 }
UVî‘çÜ267 : { 0.803412, 0.515754 }
UVî‘çÜ268 : { 0.803878, 0.523389 }
UVî‘çÜ269 : { 0.802857, 0.52077 }
UVî‘çÜ270 : { 0.802114, 0.515642 }
UVî‘çÜ271 : { 0.802857, 0.52077 }
UVî‘çÜ272 : { 0.800816, 0.515531 }
UVî‘çÜ273 : { 0.80258, 0.523278 }
UVî‘çÜ274 : { 0.800816, 0.515531 }
UVî‘çÜ275 : { 0.802857, 0.52077 }
UVî‘çÜ276 : { 0.804345, 0.531024 }
UVî‘çÜ277 : { 0.80258, 0.523278 }
UVî‘çÜ278 : { 0.803878, 0.523389 }
UVî‘çÜ279 : { 0.802857, 0.52077 }
UVî‘çÜ280 : { 0.803878, 0.523389 }
UVî‘çÜ281 : { 0.80258, 0.523278 }
UVî‘çÜ282 : { 0.795047, 0.520718 }
UVî‘çÜ283 : { 0.790398, 0.515565 }
UVî‘çÜ284 : { 0.792319, 0.515567 }
UVî‘çÜ285 : { 0.792319, 0.515567 }
UVî‘çÜ286 : { 0.798332, 0.523296 }
UVî‘çÜ287 : { 0.795047, 0.520718 }
UVî‘çÜ288 : { 0.790398, 0.515565 }
UVî‘çÜ289 : { 0.795047, 0.520718 }
UVî‘çÜ290 : { 0.788478, 0.515563 }
UVî‘çÜ291 : { 0.796411, 0.523294 }
UVî‘çÜ292 : { 0.788478, 0.515563 }
UVî‘çÜ293 : { 0.795047, 0.520718 }
UVî‘çÜ294 : { 0.798332, 0.523296 }
UVî‘çÜ295 : { 0.804345, 0.531024 }
UVî‘çÜ296 : { 0.796411, 0.523294 }
UVî‘çÜ297 : { 0.796411, 0.523294 }
UVî‘çÜ298 : { 0.795047, 0.520718 }
UVî‘çÜ299 : { 0.798332, 0.523296 }
UVî‘çÜ300 : { 0.799164, 0.520705 }
UVî‘çÜ301 : { 0.796574, 0.515545 }
UVî‘çÜ302 : { 0.798958, 0.51562 }
UVî‘çÜ303 : { 0.798958, 0.51562 }
UVî‘çÜ304 : { 0.801651, 0.523322 }
UVî‘çÜ305 : { 0.799164, 0.520705 }
UVî‘çÜ306 : { 0.796574, 0.515545 }
UVî‘çÜ307 : { 0.799164, 0.520705 }
UVî‘çÜ308 : { 0.794191, 0.515469 }
UVî‘çÜ309 : { 0.799268, 0.523247 }
UVî‘çÜ310 : { 0.794191, 0.515469 }
UVî‘çÜ311 : { 0.799164, 0.520705 }
UVî‘çÜ312 : { 0.801651, 0.523322 }
UVî‘çÜ313 : { 0.804345, 0.531024 }
UVî‘çÜ314 : { 0.799268, 0.523247 }
UVî‘çÜ315 : { 0.799268, 0.523247 }
UVî‘çÜ316 : { 0.799164, 0.520705 }
UVî‘çÜ317 : { 0.801651, 0.523322 }
UVî‘çÜ318 : { 0.592739, 0.24034 }
UVî‘çÜ319 : { 0.592776, 0.239317 }
UVî‘çÜ320 : { 0.593133, 0.240665 }
UVî‘çÜ321 : { 0.592776, 0.239317 }
UVî‘çÜ322 : { 0.592739, 0.24034 }
UVî‘çÜ323 : { 0.592364, 0.239503 }
UVî‘çÜ324 : { 0.592364, 0.239503 }
UVî‘çÜ325 : { 0.592739, 0.24034 }
UVî‘çÜ326 : { 0.591951, 0.239689 }
UVî‘çÜ327 : { 0.592721, 0.240851 }
UVî‘çÜ328 : { 0.591951, 0.239689 }
UVî‘çÜ329 : { 0.592739, 0.24034 }
UVî‘çÜ330 : { 0.593133, 0.240665 }
UVî‘çÜ331 : { 0.592721, 0.240851 }
UVî‘çÜ332 : { 0.592739, 0.24034 }
UVî‘çÜ333 : { 0.592721, 0.240851 }
UVî‘çÜ334 : { 0.593133, 0.240665 }
UVî‘çÜ335 : { 0.593491, 0.242013 }
UVî‘çÜ336 : { 0.593699, 0.240505 }
UVî‘çÜ337 : { 0.594281, 0.240816 }
UVî‘çÜ338 : { 0.593491, 0.242013 }
UVî‘çÜ339 : { 0.594281, 0.240816 }
UVî‘çÜ340 : { 0.593699, 0.240505 }
UVî‘çÜ341 : { 0.594156, 0.24021 }
UVî‘çÜ342 : { 0.594156, 0.24021 }
UVî‘çÜ343 : { 0.594489, 0.239309 }
UVî‘çÜ344 : { 0.595071, 0.23962 }
UVî‘çÜ345 : { 0.595071, 0.23962 }
UVî‘çÜ346 : { 0.594281, 0.240816 }
UVî‘çÜ347 : { 0.594156, 0.24021 }
UVî‘çÜ348 : { 0.594489, 0.239309 }
UVî‘çÜ349 : { 0.594156, 0.24021 }
UVî‘çÜ350 : { 0.593907, 0.238997 }
UVî‘çÜ351 : { 0.593699, 0.240505 }
UVî‘çÜ352 : { 0.593907, 0.238997 }
UVî‘çÜ353 : { 0.594156, 0.24021 }
UVî‘çÜ354 : { 0.531922, 0.276096 }
UVî‘çÜ355 : { 0.531671, 0.275865 }
UVî‘çÜ356 : { 0.531888, 0.275559 }
UVî‘çÜ357 : { 0.531671, 0.275865 }
UVî‘çÜ358 : { 0.531922, 0.276096 }
UVî‘çÜ359 : { 0.531523, 0.277246 }
UVî‘çÜ360 : { 0.532321, 0.274947 }
UVî‘çÜ361 : { 0.531922, 0.276096 }
UVî‘çÜ362 : { 0.531888, 0.275559 }
UVî‘çÜ363 : { 0.532321, 0.274947 }
UVî‘çÜ364 : { 0.531888, 0.275559 }
UVî‘çÜ365 : { 0.532071, 0.274715 }
UVî‘çÜ366 : { 0.531671, 0.275865 }
UVî‘çÜ367 : { 0.53182, 0.274484 }
UVî‘çÜ368 : { 0.531888, 0.275559 }
UVî‘çÜ369 : { 0.531888, 0.275559 }
UVî‘çÜ370 : { 0.53182, 0.274484 }
UVî‘çÜ371 : { 0.532071, 0.274715 }
UVî‘çÜ372 : { 0.497149, 0.580283 }
UVî‘çÜ373 : { 0.47491, 0.592242 }
UVî‘çÜ374 : { 0.475143, 0.575716 }
UVî‘çÜ375 : { 0.47491, 0.592242 }
UVî‘çÜ376 : { 0.497149, 0.580283 }
UVî‘çÜ377 : { 0.484946, 0.59396 }
UVî‘çÜ378 : { 0.497149, 0.580283 }
UVî‘çÜ379 : { 0.475377, 0.559191 }
UVî‘çÜ380 : { 0.497301, 0.564544 }
UVî‘çÜ381 : { 0.475377, 0.559191 }
UVî‘çÜ382 : { 0.497149, 0.580283 }
UVî‘çÜ383 : { 0.475143, 0.575716 }
UVî‘çÜ384 : { 0.510556, 0.659058 }
UVî‘çÜ385 : { 0.514483, 0.689849 }
UVî‘çÜ386 : { 0.480834, 0.671008 }
UVî‘çÜ387 : { 0.510556, 0.659058 }
UVî‘çÜ388 : { 0.480834, 0.671008 }
UVî‘çÜ389 : { 0.478111, 0.656168 }
UVî‘çÜ390 : { 0.508321, 0.627754 }
UVî‘çÜ391 : { 0.510556, 0.659058 }
UVî‘çÜ392 : { 0.4771, 0.641139 }
UVî‘çÜ393 : { 0.508321, 0.627754 }
UVî‘çÜ394 : { 0.4771, 0.641139 }
UVî‘çÜ395 : { 0.47854, 0.626295 }
UVî‘çÜ396 : { 0.510513, 0.500734 }
UVî‘çÜ397 : { 0.490394, 0.50388 }
UVî‘çÜ398 : { 0.494086, 0.4971 }
UVî‘çÜ399 : { 0.494086, 0.4971 }
UVî‘çÜ400 : { 0.497779, 0.490321 }
UVî‘çÜ401 : { 0.510513, 0.500734 }
UVî‘çÜ402 : { 0.510513, 0.500734 }
UVî‘çÜ403 : { 0.500873, 0.486198 }
UVî‘çÜ404 : { 0.51928, 0.4863 }
UVî‘çÜ405 : { 0.500873, 0.486198 }
UVî‘çÜ406 : { 0.510513, 0.500734 }
UVî‘çÜ407 : { 0.497779, 0.490321 }
UVî‘çÜ408 : { 0.500873, 0.486198 }
UVî‘çÜ409 : { 0.503967, 0.482076 }
UVî‘çÜ410 : { 0.51928, 0.4863 }
UVî‘çÜ411 : { 0.510513, 0.500734 }
UVî‘çÜ412 : { 0.504607, 0.520387 }
UVî‘çÜ413 : { 0.490394, 0.50388 }
UVî‘çÜ414 : { 0.482281, 0.528648 }
UVî‘çÜ415 : { 0.504607, 0.520387 }
UVî‘çÜ416 : { 0.501736, 0.533295 }
UVî‘çÜ417 : { 0.504607, 0.520387 }
UVî‘çÜ418 : { 0.482281, 0.528648 }
UVî‘çÜ419 : { 0.486337, 0.516264 }
UVî‘çÜ420 : { 0.497301, 0.564544 }
UVî‘çÜ421 : { 0.478829, 0.54392 }
UVî‘çÜ422 : { 0.499518, 0.548919 }
UVî‘çÜ423 : { 0.478829, 0.54392 }
UVî‘çÜ424 : { 0.497301, 0.564544 }
UVî‘çÜ425 : { 0.475377, 0.559191 }
UVî‘çÜ426 : { 0.478829, 0.54392 }
UVî‘çÜ427 : { 0.501736, 0.533295 }
UVî‘çÜ428 : { 0.499518, 0.548919 }
UVî‘çÜ429 : { 0.501736, 0.533295 }
UVî‘çÜ430 : { 0.478829, 0.54392 }
UVî‘çÜ431 : { 0.482281, 0.528648 }
UVî‘çÜ432 : { 0.590886, 0.940671 }
UVî‘çÜ433 : { 0.609555, 0.93905 }
UVî‘çÜ434 : { 0.599875, 0.94703 }
UVî‘çÜ435 : { 0.609555, 0.93905 }
UVî‘çÜ436 : { 0.590886, 0.940671 }
UVî‘çÜ437 : { 0.602063, 0.926617 }
UVî‘çÜ438 : { 0.581897, 0.934311 }
UVî‘çÜ439 : { 0.602063, 0.926617 }
UVî‘çÜ440 : { 0.590886, 0.940671 }
UVî‘çÜ441 : { 0.602063, 0.926617 }
UVî‘çÜ442 : { 0.581897, 0.934311 }
UVî‘çÜ443 : { 0.594571, 0.914184 }
UVî‘çÜ444 : { 0.562189, 0.9564 }
UVî‘çÜ445 : { 0.559612, 0.959353 }
UVî‘çÜ446 : { 0.55783, 0.95502 }
UVî‘çÜ447 : { 0.559612, 0.959353 }
UVî‘çÜ448 : { 0.562189, 0.9564 }
UVî‘çÜ449 : { 0.563148, 0.959571 }
UVî‘çÜ450 : { 0.562189, 0.9564 }
UVî‘çÜ451 : { 0.55783, 0.95502 }
UVî‘çÜ452 : { 0.561229, 0.953229 }
UVî‘çÜ453 : { 0.556047, 0.950687 }
UVî‘çÜ454 : { 0.561229, 0.953229 }
UVî‘çÜ455 : { 0.55783, 0.95502 }
UVî‘çÜ456 : { 0.553471, 0.95364 }
UVî‘çÜ457 : { 0.556047, 0.950687 }
UVî‘çÜ458 : { 0.55783, 0.95502 }
UVî‘çÜ459 : { 0.556047, 0.950687 }
UVî‘çÜ460 : { 0.553471, 0.95364 }
UVî‘çÜ461 : { 0.550865, 0.948145 }
UVî‘çÜ462 : { 0.55783, 0.95502 }
UVî‘çÜ463 : { 0.556076, 0.959135 }
UVî‘çÜ464 : { 0.553471, 0.95364 }
UVî‘çÜ465 : { 0.556076, 0.959135 }
UVî‘çÜ466 : { 0.55783, 0.95502 }
UVî‘çÜ467 : { 0.559612, 0.959353 }
UVî‘çÜ468 : { 0.572841, 0.940937 }
UVî‘çÜ469 : { 0.581897, 0.934311 }
UVî‘çÜ470 : { 0.580771, 0.943904 }
UVî‘çÜ471 : { 0.581897, 0.934311 }
UVî‘çÜ472 : { 0.572841, 0.940937 }
UVî‘çÜ473 : { 0.57322, 0.930114 }
UVî‘çÜ474 : { 0.56491, 0.93797 }
UVî‘çÜ475 : { 0.57322, 0.930114 }
UVî‘çÜ476 : { 0.572841, 0.940937 }
UVî‘çÜ477 : { 0.57322, 0.930114 }
UVî‘çÜ478 : { 0.56491, 0.93797 }
UVî‘çÜ479 : { 0.564542, 0.925918 }
UVî‘çÜ480 : { 0.625215, 0.981229 }
UVî‘çÜ481 : { 0.623789, 0.978933 }
UVî‘çÜ482 : { 0.62579, 0.978198 }
UVî‘çÜ483 : { 0.62579, 0.978198 }
UVî‘çÜ484 : { 0.627186, 0.980649 }
UVî‘çÜ485 : { 0.625215, 0.981229 }
UVî‘çÜ486 : { 0.626641, 0.983525 }
UVî‘çÜ487 : { 0.625215, 0.981229 }
UVî‘çÜ488 : { 0.627186, 0.980649 }
UVî‘çÜ489 : { 0.626641, 0.983525 }
UVî‘çÜ490 : { 0.627186, 0.980649 }
UVî‘çÜ491 : { 0.628582, 0.983099 }
UVî‘çÜ492 : { 0.623083, 0.974683 }
UVî‘çÜ493 : { 0.623789, 0.978933 }
UVî‘çÜ494 : { 0.620437, 0.975527 }
UVî‘çÜ495 : { 0.623789, 0.978933 }
UVî‘çÜ496 : { 0.623083, 0.974683 }
UVî‘çÜ497 : { 0.62579, 0.978198 }
UVî‘çÜ498 : { 0.620437, 0.975527 }
UVî‘çÜ499 : { 0.617085, 0.972122 }
UVî‘çÜ500 : { 0.620375, 0.971167 }
UVî‘çÜ501 : { 0.620375, 0.971167 }
UVî‘çÜ502 : { 0.623083, 0.974683 }
UVî‘çÜ503 : { 0.620437, 0.975527 }
UVî‘çÜ504 : { 0.617085, 0.972122 }
UVî‘çÜ505 : { 0.614204, 0.967756 }
UVî‘çÜ506 : { 0.617574, 0.965689 }
UVî‘çÜ507 : { 0.617574, 0.965689 }
UVî‘çÜ508 : { 0.620375, 0.971167 }
UVî‘çÜ509 : { 0.617085, 0.972122 }
UVî‘çÜ510 : { 0.614204, 0.967756 }
UVî‘çÜ511 : { 0.611324, 0.963389 }
UVî‘çÜ512 : { 0.614772, 0.960211 }
UVî‘çÜ513 : { 0.614772, 0.960211 }
UVî‘çÜ514 : { 0.617574, 0.965689 }
UVî‘çÜ515 : { 0.614204, 0.967756 }
