
[MeshData]

UVêî : 912

UVî‘çÜ0 : { 0.0956274, 0.496614 }
UVî‘çÜ58 : { 0.107714, 0.53381 }
UVî‘çÜ59 : { 0.0956274, 0.535725 }
UVî‘çÜ60 : { 0.0726374, 0.464969 }
UVî‘çÜ61 : { 0.0835409, 0.459415 }
UVî‘çÜ62 : { 0.0956274, 0.496614 }
UVî‘çÜ63 : { 0.0956274, 0.496614 }
UVî‘çÜ64 : { 0.0956274, 0.535725 }
UVî‘çÜ65 : { 0.0835409, 0.53381 }
UVî‘çÜ66 : { 0.070402, 0.489193 }
UVî‘çÜ67 : { 0.0932365, 0.496614 }
UVî‘çÜ68 : { 0.069227, 0.496614 }
UVî‘çÜ69 : { 0.0932365, 0.496614 }
UVî‘çÜ70 : { 0.0858171, 0.519447 }
UVî‘çÜ71 : { 0.079124, 0.516037 }
UVî‘çÜ72 : { 0.0932365, 0.496614 }
UVî‘çÜ73 : { 0.0932365, 0.520622 }
UVî‘çÜ74 : { 0.0858171, 0.519447 }
UVî‘çÜ75 : { 0.070402, 0.489193 }
UVî‘çÜ76 : { 0.0738124, 0.482501 }
UVî‘çÜ77 : { 0.0932365, 0.496614 }
UVî‘çÜ78 : { 0.0932365, 0.496614 }
UVî‘çÜ79 : { 0.100656, 0.519447 }
UVî‘çÜ80 : { 0.0932365, 0.520622 }
UVî‘çÜ81 : { 0.0932365, 0.496614 }
UVî‘çÜ82 : { 0.107349, 0.516037 }
UVî‘çÜ83 : { 0.100656, 0.519447 }
UVî‘çÜ84 : { 0.0738124, 0.482501 }
UVî‘çÜ85 : { 0.079124, 0.477188 }
UVî‘çÜ86 : { 0.0932365, 0.496614 }
UVî‘çÜ87 : { 0.0932365, 0.496614 }
UVî‘çÜ88 : { 0.112661, 0.510726 }
UVî‘çÜ89 : { 0.107349, 0.516037 }
UVî‘çÜ90 : { 0.0932365, 0.496614 }
UVî‘çÜ91 : { 0.116071, 0.504032 }
UVî‘çÜ92 : { 0.112661, 0.510726 }
UVî‘çÜ93 : { 0.079124, 0.477188 }
UVî‘çÜ94 : { 0.0858171, 0.473779 }
UVî‘çÜ95 : { 0.0932365, 0.496614 }
UVî‘çÜ96 : { 0.0932365, 0.496614 }
UVî‘çÜ97 : { 0.117246, 0.496614 }
UVî‘çÜ98 : { 0.116071, 0.504032 }
UVî‘çÜ99 : { 0.0858171, 0.473779 }
UVî‘çÜ100 : { 0.0932365, 0.472604 }
UVî‘çÜ101 : { 0.0932365, 0.496614 }
UVî‘çÜ102 : { 0.0932365, 0.496614 }
UVî‘çÜ103 : { 0.116071, 0.489193 }
UVî‘çÜ104 : { 0.117246, 0.496614 }
UVî‘çÜ105 : { 0.0932365, 0.496614 }
UVî‘çÜ106 : { 0.112661, 0.482501 }
UVî‘çÜ107 : { 0.116071, 0.489193 }
UVî‘çÜ108 : { 0.0932365, 0.472604 }
UVî‘çÜ109 : { 0.100656, 0.473779 }
UVî‘çÜ110 : { 0.0932365, 0.496614 }
UVî‘çÜ111 : { 0.0932365, 0.496614 }
UVî‘çÜ112 : { 0.107349, 0.477188 }
UVî‘çÜ113 : { 0.112661, 0.482501 }
UVî‘çÜ114 : { 0.100656, 0.473779 }
UVî‘çÜ115 : { 0.107349, 0.477188 }
UVî‘çÜ116 : { 0.0932365, 0.496614 }
UVî‘çÜ117 : { 0.747609, 0.75813 }
UVî‘çÜ118 : { 0.763952, 0.748885 }
UVî‘çÜ119 : { 0.762035, 0.741763 }
UVî‘çÜ120 : { 0.747609, 0.75813 }
UVî‘çÜ121 : { 0.762035, 0.741763 }
UVî‘çÜ122 : { 0.758324, 0.736287 }
UVî‘çÜ123 : { 0.747609, 0.75813 }
UVî‘çÜ124 : { 0.758324, 0.736287 }
UVî‘çÜ125 : { 0.75244, 0.733048 }
UVî‘çÜ126 : { 0.747609, 0.75813 }
UVî‘çÜ127 : { 0.75244, 0.733048 }
UVî‘çÜ128 : { 0.746096, 0.732255 }
UVî‘çÜ129 : { 0.747609, 0.75813 }
UVî‘çÜ130 : { 0.746096, 0.732255 }
UVî‘çÜ131 : { 0.739904, 0.733983 }
UVî‘çÜ132 : { 0.747609, 0.75813 }
UVî‘çÜ133 : { 0.739904, 0.733983 }
UVî‘çÜ134 : { 0.734461, 0.738067 }
UVî‘çÜ135 : { 0.747609, 0.75813 }
UVî‘çÜ136 : { 0.734461, 0.738067 }
UVî‘çÜ137 : { 0.731372, 0.743997 }
UVî‘çÜ138 : { 0.747609, 0.75813 }
UVî‘çÜ139 : { 0.731372, 0.743997 }
UVî‘çÜ140 : { 0.730228, 0.751303 }
UVî‘çÜ141 : { 0.747609, 0.75813 }
UVî‘çÜ142 : { 0.730228, 0.751303 }
UVî‘çÜ143 : { 0.73023, 0.759367 }
UVî‘çÜ144 : { 0.747609, 0.75813 }
UVî‘çÜ145 : { 0.73023, 0.759367 }
UVî‘çÜ146 : { 0.731176, 0.767371 }
UVî‘çÜ147 : { 0.747609, 0.75813 }
UVî‘çÜ148 : { 0.731176, 0.767371 }
UVî‘çÜ149 : { 0.732427, 0.774532 }
UVî‘çÜ150 : { 0.747609, 0.75813 }
UVî‘çÜ151 : { 0.732427, 0.774532 }
UVî‘çÜ152 : { 0.736332, 0.779972 }
UVî‘çÜ153 : { 0.747609, 0.75813 }
UVî‘çÜ154 : { 0.736332, 0.779972 }
UVî‘çÜ155 : { 0.742494, 0.783218 }
UVî‘çÜ156 : { 0.747609, 0.75813 }
UVî‘çÜ157 : { 0.742494, 0.783218 }
UVî‘çÜ158 : { 0.74916, 0.784013 }
UVî‘çÜ159 : { 0.747609, 0.75813 }
UVî‘çÜ160 : { 0.74916, 0.784013 }
UVî‘çÜ161 : { 0.755683, 0.782281 }
UVî‘çÜ162 : { 0.747609, 0.75813 }
UVî‘çÜ163 : { 0.755683, 0.782281 }
UVî‘çÜ164 : { 0.761429, 0.778189 }
UVî‘çÜ165 : { 0.747609, 0.75813 }
UVî‘çÜ166 : { 0.761429, 0.778189 }
UVî‘çÜ167 : { 0.764647, 0.772218 }
UVî‘çÜ168 : { 0.747609, 0.75813 }
UVî‘çÜ169 : { 0.764872, 0.756894 }
UVî‘çÜ170 : { 0.763952, 0.748885 }
UVî‘çÜ171 : { 0.730143, 0.765796 }
UVî‘çÜ172 : { 0.747218, 0.758079 }
UVî‘çÜ173 : { 0.731552, 0.773077 }
UVî‘çÜ174 : { 0.729819, 0.757731 }
UVî‘çÜ175 : { 0.747218, 0.758079 }
UVî‘çÜ176 : { 0.730143, 0.765796 }
UVî‘çÜ177 : { 0.734976, 0.736821 }
UVî‘çÜ178 : { 0.747218, 0.758079 }
UVî‘çÜ179 : { 0.731296, 0.74248 }
UVî‘çÜ180 : { 0.741009, 0.733225 }
UVî‘çÜ181 : { 0.747218, 0.758079 }
UVî‘çÜ182 : { 0.734976, 0.736821 }
UVî‘çÜ183 : { 0.747653, 0.732052 }
UVî‘çÜ184 : { 0.747218, 0.758079 }
UVî‘çÜ185 : { 0.741009, 0.733225 }
UVî‘çÜ186 : { 0.754265, 0.733416 }
UVî‘çÜ187 : { 0.747218, 0.758079 }
UVî‘çÜ188 : { 0.747653, 0.732052 }
UVî‘çÜ189 : { 0.760205, 0.737189 }
UVî‘çÜ190 : { 0.747218, 0.758079 }
UVî‘çÜ191 : { 0.754265, 0.733416 }
UVî‘çÜ192 : { 0.763682, 0.743004 }
UVî‘çÜ193 : { 0.747218, 0.758079 }
UVî‘çÜ194 : { 0.760205, 0.737189 }
UVî‘çÜ195 : { 0.764281, 0.750296 }
UVî‘çÜ196 : { 0.747218, 0.758079 }
UVî‘çÜ197 : { 0.763682, 0.743004 }
UVî‘çÜ198 : { 0.764619, 0.758422 }
UVî‘çÜ199 : { 0.747218, 0.758079 }
UVî‘çÜ200 : { 0.764281, 0.750296 }
UVî‘çÜ201 : { 0.764032, 0.766531 }
UVî‘çÜ202 : { 0.747218, 0.758079 }
UVî‘çÜ203 : { 0.764619, 0.758422 }
UVî‘çÜ204 : { 0.762383, 0.773763 }
UVî‘çÜ205 : { 0.747218, 0.758079 }
UVî‘çÜ206 : { 0.764032, 0.766531 }
UVî‘çÜ207 : { 0.758862, 0.779431 }
UVî‘çÜ208 : { 0.747218, 0.758079 }
UVî‘çÜ209 : { 0.762383, 0.773763 }
UVî‘çÜ210 : { 0.753086, 0.782982 }
UVî‘çÜ211 : { 0.747218, 0.758079 }
UVî‘çÜ212 : { 0.758862, 0.779431 }
UVî‘çÜ213 : { 0.746755, 0.784103 }
UVî‘çÜ214 : { 0.747218, 0.758079 }
UVî‘çÜ215 : { 0.753086, 0.782982 }
UVî‘çÜ216 : { 0.740479, 0.782691 }
UVî‘çÜ217 : { 0.747218, 0.758079 }
UVî‘çÜ218 : { 0.746755, 0.784103 }
UVî‘çÜ219 : { 0.734861, 0.77888 }
UVî‘çÜ220 : { 0.747218, 0.758079 }
UVî‘çÜ221 : { 0.740479, 0.782691 }
UVî‘çÜ222 : { 0.731552, 0.773077 }
UVî‘çÜ223 : { 0.747218, 0.758079 }
UVî‘çÜ224 : { 0.734861, 0.77888 }
UVî‘çÜ225 : { 0.747609, 0.75813 }
UVî‘çÜ226 : { 0.764914, 0.764961 }
UVî‘çÜ227 : { 0.764647, 0.772218 }
UVî‘çÜ228 : { 0.731296, 0.74248 }
UVî‘çÜ229 : { 0.730399, 0.749693 }
UVî‘çÜ230 : { 0.747218, 0.758079 }
UVî‘çÜ231 : { 0.747218, 0.758079 }
UVî‘çÜ232 : { 0.730399, 0.749693 }
UVî‘çÜ233 : { 0.729819, 0.757731 }
UVî‘çÜ234 : { 0.764872, 0.756894 }
UVî‘çÜ235 : { 0.764914, 0.764961 }
UVî‘çÜ236 : { 0.747609, 0.75813 }
UVî‘çÜ237 : { 0.185301, 0.749434 }
UVî‘çÜ238 : { 0.228784, 0.765486 }
UVî‘çÜ239 : { 0.217397, 0.751966 }
UVî‘çÜ240 : { 0.179087, 0.763857 }
UVî‘çÜ241 : { 0.228784, 0.765486 }
UVî‘çÜ242 : { 0.185301, 0.749434 }
UVî‘çÜ243 : { 0.069227, 0.496614 }
UVî‘çÜ244 : { 0.0932365, 0.496614 }
UVî‘çÜ245 : { 0.070402, 0.504032 }
UVî‘çÜ246 : { 0.0932365, 0.496614 }
UVî‘çÜ247 : { 0.0738124, 0.510726 }
UVî‘çÜ248 : { 0.070402, 0.504032 }
UVî‘çÜ249 : { 0.0932365, 0.496614 }
UVî‘çÜ250 : { 0.079124, 0.516037 }
UVî‘çÜ251 : { 0.0738124, 0.510726 }
UVî‘çÜ252 : { 0.070402, 0.489193 }
UVî‘çÜ253 : { 0.0932365, 0.496614 }
UVî‘çÜ254 : { 0.069227, 0.496614 }
UVî‘çÜ255 : { 0.0932365, 0.496614 }
UVî‘çÜ256 : { 0.0858171, 0.519447 }
UVî‘çÜ257 : { 0.079124, 0.516037 }
UVî‘çÜ258 : { 0.0932365, 0.496614 }
UVî‘çÜ259 : { 0.0932365, 0.520622 }
UVî‘çÜ260 : { 0.0858171, 0.519447 }
UVî‘çÜ261 : { 0.070402, 0.489193 }
UVî‘çÜ262 : { 0.0738124, 0.482501 }
UVî‘çÜ263 : { 0.0932365, 0.496614 }
UVî‘çÜ264 : { 0.0932365, 0.496614 }
UVî‘çÜ265 : { 0.100656, 0.519447 }
UVî‘çÜ266 : { 0.0932365, 0.520622 }
UVî‘çÜ267 : { 0.0932365, 0.496614 }
UVî‘çÜ268 : { 0.107349, 0.516037 }
UVî‘çÜ269 : { 0.100656, 0.519447 }
UVî‘çÜ270 : { 0.0738124, 0.482501 }
UVî‘çÜ271 : { 0.079124, 0.477188 }
UVî‘çÜ272 : { 0.0932365, 0.496614 }
UVî‘çÜ273 : { 0.0932365, 0.496614 }
UVî‘çÜ274 : { 0.112661, 0.510726 }
UVî‘çÜ275 : { 0.107349, 0.516037 }
UVî‘çÜ276 : { 0.0932365, 0.496614 }
UVî‘çÜ277 : { 0.116071, 0.504032 }
UVî‘çÜ278 : { 0.112661, 0.510726 }
UVî‘çÜ279 : { 0.079124, 0.477188 }
UVî‘çÜ280 : { 0.0858171, 0.473779 }
UVî‘çÜ281 : { 0.0932365, 0.496614 }
UVî‘çÜ282 : { 0.0932365, 0.496614 }
UVî‘çÜ283 : { 0.117246, 0.496614 }
UVî‘çÜ284 : { 0.116071, 0.504032 }
UVî‘çÜ285 : { 0.0858171, 0.473779 }
UVî‘çÜ286 : { 0.0932365, 0.472604 }
UVî‘çÜ287 : { 0.0932365, 0.496614 }
UVî‘çÜ288 : { 0.0932365, 0.496614 }
UVî‘çÜ289 : { 0.116071, 0.489193 }
UVî‘çÜ290 : { 0.117246, 0.496614 }
UVî‘çÜ291 : { 0.0932365, 0.496614 }
UVî‘çÜ292 : { 0.112661, 0.482501 }
UVî‘çÜ293 : { 0.116071, 0.489193 }
UVî‘çÜ294 : { 0.0932365, 0.472604 }
UVî‘çÜ295 : { 0.100656, 0.473779 }
UVî‘çÜ296 : { 0.0932365, 0.496614 }
UVî‘çÜ297 : { 0.0932365, 0.496614 }
UVî‘çÜ298 : { 0.107349, 0.477188 }
UVî‘çÜ299 : { 0.112661, 0.482501 }
UVî‘çÜ300 : { 0.100656, 0.473779 }
UVî‘çÜ301 : { 0.107349, 0.477188 }
UVî‘çÜ302 : { 0.0932365, 0.496614 }
UVî‘çÜ303 : { 0.763952, 0.748885 }
UVî‘çÜ304 : { 0.747609, 0.75813 }
UVî‘çÜ305 : { 0.762035, 0.741763 }
UVî‘çÜ306 : { 0.762035, 0.741763 }
UVî‘çÜ307 : { 0.747609, 0.75813 }
UVî‘çÜ308 : { 0.758324, 0.736287 }
UVî‘çÜ309 : { 0.758324, 0.736287 }
UVî‘çÜ310 : { 0.747609, 0.75813 }
UVî‘çÜ311 : { 0.75244, 0.733048 }
UVî‘çÜ312 : { 0.75244, 0.733048 }
UVî‘çÜ313 : { 0.747609, 0.75813 }
UVî‘çÜ314 : { 0.746096, 0.732255 }
UVî‘çÜ315 : { 0.746096, 0.732255 }
UVî‘çÜ316 : { 0.747609, 0.75813 }
UVî‘çÜ317 : { 0.739904, 0.733983 }
UVî‘çÜ318 : { 0.739904, 0.733983 }
UVî‘çÜ319 : { 0.747609, 0.75813 }
UVî‘çÜ320 : { 0.734461, 0.738067 }
UVî‘çÜ321 : { 0.734461, 0.738067 }
UVî‘çÜ322 : { 0.747609, 0.75813 }
UVî‘çÜ323 : { 0.731372, 0.743997 }
UVî‘çÜ324 : { 0.731372, 0.743997 }
UVî‘çÜ325 : { 0.747609, 0.75813 }
UVî‘çÜ326 : { 0.730228, 0.751303 }
UVî‘çÜ327 : { 0.730228, 0.751303 }
UVî‘çÜ328 : { 0.747609, 0.75813 }
UVî‘çÜ329 : { 0.73023, 0.759367 }
UVî‘çÜ330 : { 0.73023, 0.759367 }
UVî‘çÜ331 : { 0.747609, 0.75813 }
UVî‘çÜ332 : { 0.731176, 0.767371 }
UVî‘çÜ333 : { 0.731176, 0.767371 }
UVî‘çÜ334 : { 0.747609, 0.75813 }
UVî‘çÜ335 : { 0.732427, 0.774532 }
UVî‘çÜ336 : { 0.732427, 0.774532 }
UVî‘çÜ337 : { 0.747609, 0.75813 }
UVî‘çÜ338 : { 0.736332, 0.779972 }
UVî‘çÜ339 : { 0.736332, 0.779972 }
UVî‘çÜ340 : { 0.747609, 0.75813 }
UVî‘çÜ341 : { 0.742494, 0.783218 }
UVî‘çÜ342 : { 0.742494, 0.783218 }
UVî‘çÜ343 : { 0.747609, 0.75813 }
UVî‘çÜ344 : { 0.74916, 0.784013 }
UVî‘çÜ345 : { 0.74916, 0.784013 }
UVî‘çÜ346 : { 0.747609, 0.75813 }
UVî‘çÜ347 : { 0.755683, 0.782281 }
UVî‘çÜ348 : { 0.755683, 0.782281 }
UVî‘çÜ349 : { 0.747609, 0.75813 }
UVî‘çÜ350 : { 0.761429, 0.778189 }
UVî‘çÜ351 : { 0.761429, 0.778189 }
UVî‘çÜ352 : { 0.747609, 0.75813 }
UVî‘çÜ353 : { 0.764647, 0.772218 }
UVî‘çÜ354 : { 0.764872, 0.756894 }
UVî‘çÜ355 : { 0.747609, 0.75813 }
UVî‘çÜ356 : { 0.763952, 0.748885 }
UVî‘çÜ357 : { 0.747218, 0.758079 }
UVî‘çÜ358 : { 0.730143, 0.765796 }
UVî‘çÜ359 : { 0.731552, 0.773077 }
UVî‘çÜ360 : { 0.747218, 0.758079 }
UVî‘çÜ361 : { 0.729819, 0.757731 }
UVî‘çÜ362 : { 0.730143, 0.765796 }
UVî‘çÜ363 : { 0.747218, 0.758079 }
UVî‘çÜ364 : { 0.734976, 0.736821 }
UVî‘çÜ365 : { 0.731296, 0.74248 }
UVî‘çÜ366 : { 0.747218, 0.758079 }
UVî‘çÜ367 : { 0.741009, 0.733225 }
UVî‘çÜ368 : { 0.734976, 0.736821 }
UVî‘çÜ369 : { 0.747218, 0.758079 }
UVî‘çÜ370 : { 0.747653, 0.732052 }
UVî‘çÜ371 : { 0.741009, 0.733225 }
UVî‘çÜ372 : { 0.747218, 0.758079 }
UVî‘çÜ373 : { 0.754265, 0.733416 }
UVî‘çÜ374 : { 0.747653, 0.732052 }
UVî‘çÜ375 : { 0.747218, 0.758079 }
UVî‘çÜ376 : { 0.760205, 0.737189 }
UVî‘çÜ377 : { 0.754265, 0.733416 }
UVî‘çÜ378 : { 0.747218, 0.758079 }
UVî‘çÜ379 : { 0.763682, 0.743004 }
UVî‘çÜ380 : { 0.760205, 0.737189 }
UVî‘çÜ381 : { 0.747218, 0.758079 }
UVî‘çÜ382 : { 0.764281, 0.750296 }
UVî‘çÜ383 : { 0.763682, 0.743004 }
UVî‘çÜ384 : { 0.747218, 0.758079 }
UVî‘çÜ385 : { 0.764619, 0.758422 }
UVî‘çÜ386 : { 0.764281, 0.750296 }
UVî‘çÜ387 : { 0.747218, 0.758079 }
UVî‘çÜ388 : { 0.764032, 0.766531 }
UVî‘çÜ389 : { 0.764619, 0.758422 }
UVî‘çÜ390 : { 0.747218, 0.758079 }
UVî‘çÜ391 : { 0.762383, 0.773763 }
UVî‘çÜ392 : { 0.764032, 0.766531 }
UVî‘çÜ393 : { 0.747218, 0.758079 }
UVî‘çÜ394 : { 0.758862, 0.779431 }
UVî‘çÜ395 : { 0.762383, 0.773763 }
UVî‘çÜ396 : { 0.747218, 0.758079 }
UVî‘çÜ397 : { 0.753086, 0.782982 }
UVî‘çÜ398 : { 0.758862, 0.779431 }
UVî‘çÜ399 : { 0.747218, 0.758079 }
UVî‘çÜ400 : { 0.746755, 0.784103 }
UVî‘çÜ401 : { 0.753086, 0.782982 }
UVî‘çÜ402 : { 0.747218, 0.758079 }
UVî‘çÜ403 : { 0.740479, 0.782691 }
UVî‘çÜ404 : { 0.746755, 0.784103 }
UVî‘çÜ405 : { 0.747218, 0.758079 }
UVî‘çÜ406 : { 0.734861, 0.77888 }
UVî‘çÜ407 : { 0.740479, 0.782691 }
UVî‘çÜ408 : { 0.747218, 0.758079 }
UVî‘çÜ409 : { 0.731552, 0.773077 }
UVî‘çÜ410 : { 0.734861, 0.77888 }
UVî‘çÜ411 : { 0.747609, 0.75813 }
UVî‘çÜ412 : { 0.764914, 0.764961 }
UVî‘çÜ413 : { 0.764647, 0.772218 }
UVî‘çÜ414 : { 0.731296, 0.74248 }
UVî‘çÜ415 : { 0.730399, 0.749693 }
UVî‘çÜ416 : { 0.747218, 0.758079 }
UVî‘çÜ417 : { 0.747218, 0.758079 }
UVî‘çÜ418 : { 0.730399, 0.749693 }
UVî‘çÜ419 : { 0.729819, 0.757731 }
UVî‘çÜ420 : { 0.764872, 0.756894 }
UVî‘çÜ421 : { 0.764914, 0.764961 }
UVî‘çÜ422 : { 0.747609, 0.75813 }
UVî‘çÜ423 : { 0.0956274, 0.496614 }
UVî‘çÜ424 : { 0.132826, 0.484526 }
UVî‘çÜ425 : { 0.13474, 0.496614 }
UVî‘çÜ426 : { 0.0956274, 0.496614 }
UVî‘çÜ427 : { 0.12727, 0.473624 }
UVî‘çÜ428 : { 0.132826, 0.484526 }
UVî‘çÜ429 : { 0.748239, 0.74781 }
UVî‘çÜ430 : { 0.772249, 0.74781 }
UVî‘çÜ431 : { 0.749415, 0.755228 }
UVî‘çÜ432 : { 0.772249, 0.74781 }
UVî‘çÜ433 : { 0.752825, 0.761922 }
UVî‘çÜ434 : { 0.749415, 0.755228 }
UVî‘çÜ435 : { 0.772249, 0.74781 }
UVî‘çÜ436 : { 0.758137, 0.767233 }
UVî‘çÜ437 : { 0.752825, 0.761922 }
UVî‘çÜ438 : { 0.749415, 0.74039 }
UVî‘çÜ439 : { 0.772249, 0.74781 }
UVî‘çÜ440 : { 0.748239, 0.74781 }
UVî‘çÜ441 : { 0.772249, 0.74781 }
UVî‘çÜ442 : { 0.76483, 0.770643 }
UVî‘çÜ443 : { 0.758137, 0.767233 }
UVî‘çÜ444 : { 0.772249, 0.74781 }
UVî‘çÜ445 : { 0.772249, 0.771818 }
UVî‘çÜ446 : { 0.76483, 0.770643 }
UVî‘çÜ447 : { 0.749415, 0.74039 }
UVî‘çÜ448 : { 0.752825, 0.733697 }
UVî‘çÜ449 : { 0.772249, 0.74781 }
UVî‘çÜ450 : { 0.772249, 0.74781 }
UVî‘çÜ451 : { 0.779668, 0.770643 }
UVî‘çÜ452 : { 0.772249, 0.771818 }
UVî‘çÜ453 : { 0.772249, 0.74781 }
UVî‘çÜ454 : { 0.786361, 0.767233 }
UVî‘çÜ455 : { 0.779668, 0.770643 }
UVî‘çÜ456 : { 0.752825, 0.733697 }
UVî‘çÜ457 : { 0.758137, 0.728385 }
UVî‘çÜ458 : { 0.772249, 0.74781 }
UVî‘çÜ459 : { 0.772249, 0.74781 }
UVî‘çÜ460 : { 0.791673, 0.761922 }
UVî‘çÜ461 : { 0.786361, 0.767233 }
UVî‘çÜ462 : { 0.772249, 0.74781 }
UVî‘çÜ463 : { 0.795083, 0.755228 }
UVî‘çÜ464 : { 0.791673, 0.761922 }
UVî‘çÜ465 : { 0.758137, 0.728385 }
UVî‘çÜ466 : { 0.76483, 0.724975 }
UVî‘çÜ467 : { 0.772249, 0.74781 }
UVî‘çÜ468 : { 0.772249, 0.74781 }
UVî‘çÜ469 : { 0.796259, 0.74781 }
UVî‘çÜ470 : { 0.795083, 0.755228 }
UVî‘çÜ471 : { 0.76483, 0.724975 }
UVî‘çÜ472 : { 0.772249, 0.7238 }
UVî‘çÜ473 : { 0.772249, 0.74781 }
UVî‘çÜ474 : { 0.772249, 0.74781 }
UVî‘çÜ475 : { 0.795083, 0.74039 }
UVî‘çÜ476 : { 0.796259, 0.74781 }
UVî‘çÜ477 : { 0.772249, 0.74781 }
UVî‘çÜ478 : { 0.791673, 0.733697 }
UVî‘çÜ479 : { 0.795083, 0.74039 }
UVî‘çÜ480 : { 0.772249, 0.7238 }
UVî‘çÜ481 : { 0.779668, 0.724975 }
UVî‘çÜ482 : { 0.772249, 0.74781 }
UVî‘çÜ483 : { 0.772249, 0.74781 }
UVî‘çÜ484 : { 0.786361, 0.728385 }
UVî‘çÜ485 : { 0.791673, 0.733697 }
UVî‘çÜ486 : { 0.779668, 0.724975 }
UVî‘çÜ487 : { 0.786361, 0.728385 }
UVî‘çÜ488 : { 0.772249, 0.74781 }
UVî‘çÜ489 : { 0.763952, 0.748885 }
UVî‘çÜ490 : { 0.747609, 0.75813 }
UVî‘çÜ491 : { 0.762035, 0.741763 }
UVî‘çÜ492 : { 0.762035, 0.741763 }
UVî‘çÜ493 : { 0.747609, 0.75813 }
UVî‘çÜ494 : { 0.758324, 0.736287 }
UVî‘çÜ495 : { 0.758324, 0.736287 }
UVî‘çÜ496 : { 0.747609, 0.75813 }
UVî‘çÜ497 : { 0.75244, 0.733048 }
UVî‘çÜ498 : { 0.75244, 0.733048 }
UVî‘çÜ499 : { 0.747609, 0.75813 }
UVî‘çÜ500 : { 0.746096, 0.732255 }
UVî‘çÜ501 : { 0.746096, 0.732255 }
UVî‘çÜ502 : { 0.747609, 0.75813 }
UVî‘çÜ503 : { 0.739904, 0.733983 }
UVî‘çÜ504 : { 0.739904, 0.733983 }
UVî‘çÜ505 : { 0.747609, 0.75813 }
UVî‘çÜ506 : { 0.734461, 0.738067 }
UVî‘çÜ507 : { 0.734461, 0.738067 }
UVî‘çÜ508 : { 0.747609, 0.75813 }
UVî‘çÜ509 : { 0.731372, 0.743997 }
UVî‘çÜ510 : { 0.731372, 0.743997 }
UVî‘çÜ511 : { 0.747609, 0.75813 }
UVî‘çÜ512 : { 0.730228, 0.751303 }
