
[MeshData]

UVêî : 915

UVî‘çÜ0 : { 0.232415, 0.403234 }
UVî‘çÜ135 : { 0.662178, 0.31253 }
UVî‘çÜ136 : { 0.72357, 0.230037 }
UVî‘çÜ137 : { 0.651843, 0.243567 }
UVî‘çÜ138 : { 0.72357, 0.230037 }
UVî‘çÜ139 : { 0.662178, 0.31253 }
UVî‘çÜ140 : { 0.753451, 0.297982 }
UVî‘çÜ141 : { 0.478519, 0.336721 }
UVî‘çÜ142 : { 0.384561, 0.389088 }
UVî‘çÜ143 : { 0.484742, 0.370235 }
UVî‘çÜ144 : { 0.384561, 0.389088 }
UVî‘çÜ145 : { 0.478519, 0.336721 }
UVî‘çÜ146 : { 0.372891, 0.345377 }
UVî‘çÜ147 : { 0.802756, 0.69431 }
UVî‘çÜ148 : { 0.820829, 0.64009 }
UVî‘çÜ149 : { 0.785646, 0.687202 }
UVî‘çÜ150 : { 0.370264, 0.135255 }
UVî‘çÜ151 : { 0.274078, 0.114724 }
UVî‘çÜ152 : { 0.269119, 0.184338 }
UVî‘çÜ153 : { 0.370264, 0.135255 }
UVî‘çÜ154 : { 0.269119, 0.184338 }
UVî‘çÜ155 : { 0.357638, 0.2036 }
UVî‘çÜ156 : { 0.306321, 0.0498308 }
UVî‘çÜ157 : { 0.370264, 0.135255 }
UVî‘çÜ158 : { 0.38233, 0.0753746 }
UVî‘çÜ159 : { 0.370264, 0.135255 }
UVî‘çÜ160 : { 0.306321, 0.0498308 }
UVî‘çÜ161 : { 0.274078, 0.114724 }
UVî‘çÜ162 : { 0.669674, 0.34437 }
UVî‘çÜ163 : { 0.753451, 0.297982 }
UVî‘çÜ164 : { 0.662178, 0.31253 }
UVî‘çÜ165 : { 0.753451, 0.297982 }
UVî‘çÜ166 : { 0.669674, 0.34437 }
UVî‘çÜ167 : { 0.757044, 0.337422 }
UVî‘çÜ168 : { 0.615764, 0.080941 }
UVî‘çÜ169 : { 0.625969, 0.138234 }
UVî‘çÜ170 : { 0.654027, 0.078907 }
UVî‘çÜ171 : { 0.625969, 0.138234 }
UVî‘çÜ172 : { 0.678807, 0.133756 }
UVî‘çÜ173 : { 0.654027, 0.078907 }
UVî‘çÜ174 : { 0.234209, 0.451663 }
UVî‘çÜ175 : { 0.232492, 0.426895 }
UVî‘çÜ176 : { 0.216679, 0.427224 }
UVî‘çÜ177 : { 0.234209, 0.451663 }
UVî‘çÜ178 : { 0.216679, 0.427224 }
UVî‘çÜ179 : { 0.219718, 0.452113 }
UVî‘çÜ180 : { 0.190129, 0.300261 }
UVî‘çÜ181 : { 0.218925, 0.214826 }
UVî‘çÜ182 : { 0.148967, 0.28619 }
UVî‘çÜ183 : { 0.218925, 0.214826 }
UVî‘çÜ184 : { 0.158903, 0.196447 }
UVî‘çÜ185 : { 0.148967, 0.28619 }
UVî‘çÜ186 : { 0.30311, 0.434019 }
UVî‘çÜ187 : { 0.236777, 0.453631 }
UVî‘çÜ188 : { 0.301327, 0.452954 }
UVî‘çÜ189 : { 0.236777, 0.453631 }
UVî‘çÜ190 : { 0.30311, 0.434019 }
UVî‘çÜ191 : { 0.232641, 0.427017 }
UVî‘çÜ192 : { 0.190217, 0.694156 }
UVî‘çÜ193 : { 0.207433, 0.687262 }
UVî‘çÜ194 : { 0.171443, 0.640264 }
UVî‘çÜ195 : { 0.740464, 0.229286 }
UVî‘çÜ196 : { 0.735141, 0.299235 }
UVî‘çÜ197 : { 0.804941, 0.301559 }
UVî‘çÜ198 : { 0.300219, 0.471597 }
UVî‘çÜ199 : { 0.244359, 0.499563 }
UVî‘çÜ200 : { 0.298352, 0.492123 }
UVî‘çÜ201 : { 0.244359, 0.499563 }
UVî‘çÜ202 : { 0.300219, 0.471597 }
UVî‘çÜ203 : { 0.234026, 0.478705 }
UVî‘çÜ204 : { 0.797215, 0.575252 }
UVî‘çÜ205 : { 0.820829, 0.64009 }
UVî‘çÜ206 : { 0.842145, 0.574829 }
UVî‘çÜ207 : { 0.820829, 0.64009 }
UVî‘çÜ208 : { 0.797215, 0.575252 }
UVî‘çÜ209 : { 0.787018, 0.632697 }
UVî‘çÜ210 : { 0.734463, 0.482163 }
UVî‘çÜ211 : { 0.698265, 0.483184 }
UVî‘çÜ212 : { 0.726223, 0.495075 }
UVî‘çÜ213 : { 0.698265, 0.483184 }
UVî‘çÜ214 : { 0.734463, 0.482163 }
UVî‘çÜ215 : { 0.696813, 0.47301 }
UVî‘çÜ216 : { 0.757044, 0.337422 }
UVî‘çÜ217 : { 0.677022, 0.376436 }
UVî‘çÜ218 : { 0.756692, 0.376773 }
UVî‘çÜ219 : { 0.677022, 0.376436 }
UVî‘çÜ220 : { 0.757044, 0.337422 }
UVî‘çÜ221 : { 0.669674, 0.34437 }
UVî‘çÜ222 : { 0.726223, 0.495075 }
UVî‘çÜ223 : { 0.698265, 0.483184 }
UVî‘çÜ224 : { 0.701368, 0.507029 }
UVî‘çÜ225 : { 0.726223, 0.495075 }
UVî‘çÜ226 : { 0.701368, 0.507029 }
UVî‘çÜ227 : { 0.717107, 0.508611 }
UVî‘çÜ228 : { 0.756692, 0.376773 }
UVî‘çÜ229 : { 0.68313, 0.400638 }
UVî‘çÜ230 : { 0.754952, 0.400546 }
UVî‘çÜ231 : { 0.68313, 0.400638 }
UVî‘çÜ232 : { 0.756692, 0.376773 }
UVî‘çÜ233 : { 0.677022, 0.376436 }
UVî‘çÜ234 : { 0.379871, 0.508243 }
UVî‘çÜ235 : { 0.364428, 0.497519 }
UVî‘çÜ236 : { 0.373094, 0.511534 }
UVî‘çÜ237 : { 0.364428, 0.497519 }
UVî‘çÜ238 : { 0.379871, 0.508243 }
UVî‘çÜ239 : { 0.375012, 0.491378 }
UVî‘çÜ240 : { 0.625969, 0.138234 }
UVî‘çÜ241 : { 0.640016, 0.196405 }
UVî‘çÜ242 : { 0.678807, 0.133756 }
UVî‘çÜ243 : { 0.640016, 0.196405 }
UVî‘çÜ244 : { 0.706319, 0.187523 }
UVî‘çÜ245 : { 0.678807, 0.133756 }
UVî‘çÜ246 : { 0.751899, 0.423593 }
UVî‘çÜ247 : { 0.691626, 0.441295 }
UVî‘çÜ248 : { 0.747525, 0.445208 }
UVî‘çÜ249 : { 0.691626, 0.441295 }
UVî‘çÜ250 : { 0.751899, 0.423593 }
UVî‘çÜ251 : { 0.688272, 0.424124 }
UVî‘çÜ252 : { 0.257508, 0.516172 }
UVî‘çÜ253 : { 0.298352, 0.492123 }
UVî‘çÜ254 : { 0.244359, 0.499563 }
UVî‘çÜ255 : { 0.298352, 0.492123 }
UVî‘çÜ256 : { 0.257508, 0.516172 }
UVî‘çÜ257 : { 0.296665, 0.510274 }
UVî‘çÜ258 : { 0.727622, 0.114944 }
UVî‘çÜ259 : { 0.678807, 0.133756 }
UVî‘çÜ260 : { 0.706319, 0.187523 }
UVî‘çÜ261 : { 0.190129, 0.300261 }
UVî‘çÜ262 : { 0.24142, 0.348667 }
UVî‘çÜ263 : { 0.248528, 0.303532 }
UVî‘çÜ264 : { 0.24142, 0.348667 }
UVî‘çÜ265 : { 0.190129, 0.300261 }
UVî‘çÜ266 : { 0.177776, 0.341644 }
UVî‘çÜ267 : { 0.747525, 0.445208 }
UVî‘çÜ268 : { 0.694664, 0.458213 }
UVî‘çÜ269 : { 0.741747, 0.465176 }
UVî‘çÜ270 : { 0.694664, 0.458213 }
UVî‘çÜ271 : { 0.747525, 0.445208 }
UVî‘çÜ272 : { 0.691626, 0.441295 }
UVî‘çÜ273 : { 0.741747, 0.465176 }
UVî‘çÜ274 : { 0.696813, 0.47301 }
UVî‘çÜ275 : { 0.734463, 0.482163 }
UVî‘çÜ276 : { 0.696813, 0.47301 }
UVî‘çÜ277 : { 0.741747, 0.465176 }
UVî‘çÜ278 : { 0.694664, 0.458213 }
UVî‘çÜ279 : { 0.754952, 0.400546 }
UVî‘çÜ280 : { 0.688272, 0.424124 }
UVî‘çÜ281 : { 0.751899, 0.423593 }
UVî‘çÜ282 : { 0.688272, 0.424124 }
UVî‘çÜ283 : { 0.754952, 0.400546 }
UVî‘çÜ284 : { 0.68313, 0.400638 }
UVî‘çÜ285 : { 0.177776, 0.341644 }
UVî‘çÜ286 : { 0.129521, 0.371422 }
UVî‘çÜ287 : { 0.16497, 0.383141 }
UVî‘çÜ288 : { 0.129521, 0.371422 }
UVî‘çÜ289 : { 0.177776, 0.341644 }
UVî‘çÜ290 : { 0.137933, 0.330035 }
UVî‘çÜ291 : { 0.566777, 0.558452 }
UVî‘çÜ292 : { 0.520586, 0.573543 }
UVî‘çÜ293 : { 0.548568, 0.582208 }
UVî‘çÜ294 : { 0.520586, 0.573543 }
UVî‘çÜ295 : { 0.566777, 0.558452 }
UVî‘çÜ296 : { 0.514362, 0.538719 }
UVî‘çÜ297 : { 0.213586, 0.727726 }
UVî‘çÜ298 : { 0.216514, 0.748389 }
UVî‘çÜ299 : { 0.228058, 0.743221 }
UVî‘çÜ300 : { 0.216514, 0.748389 }
UVî‘çÜ301 : { 0.213586, 0.727726 }
UVî‘çÜ302 : { 0.193488, 0.735461 }
UVî‘çÜ303 : { 0.804941, 0.301559 }
UVî‘çÜ304 : { 0.762637, 0.386141 }
UVî‘çÜ305 : { 0.82949, 0.381138 }
UVî‘çÜ306 : { 0.20099, 0.711684 }
UVî‘çÜ307 : { 0.193488, 0.735461 }
UVî‘çÜ308 : { 0.213586, 0.727726 }
UVî‘çÜ309 : { 0.193488, 0.735461 }
UVî‘çÜ310 : { 0.20099, 0.711684 }
UVî‘çÜ311 : { 0.174242, 0.721316 }
UVî‘çÜ312 : { 0.802756, 0.69431 }
UVî‘çÜ313 : { 0.778811, 0.705454 }
UVî‘çÜ314 : { 0.792299, 0.711682 }
UVî‘çÜ315 : { 0.778811, 0.705454 }
UVî‘çÜ316 : { 0.802756, 0.69431 }
UVî‘çÜ317 : { 0.785646, 0.687202 }
UVî‘çÜ318 : { 0.151872, 0.435317 }
UVî‘çÜ319 : { 0.124672, 0.46572 }
UVî‘çÜ320 : { 0.146656, 0.47491 }
UVî‘çÜ321 : { 0.124672, 0.46572 }
UVî‘çÜ322 : { 0.151872, 0.435317 }
UVî‘çÜ323 : { 0.125353, 0.425331 }
UVî‘çÜ324 : { 0.269119, 0.184338 }
UVî‘çÜ325 : { 0.348837, 0.247358 }
UVî‘çÜ326 : { 0.357638, 0.2036 }
UVî‘çÜ327 : { 0.348837, 0.247358 }
UVî‘çÜ328 : { 0.269119, 0.184338 }
UVî‘çÜ329 : { 0.253155, 0.228315 }
UVî‘çÜ330 : { 0.749455, 0.75894 }
UVî‘çÜ331 : { 0.776978, 0.748282 }
UVî‘çÜ332 : { 0.765468, 0.743058 }
UVî‘çÜ333 : { 0.788458, 0.668722 }
UVî‘çÜ334 : { 0.820829, 0.64009 }
UVî‘çÜ335 : { 0.787018, 0.632697 }
UVî‘çÜ336 : { 0.788458, 0.668722 }
UVî‘çÜ337 : { 0.787018, 0.632697 }
UVî‘çÜ338 : { 0.774755, 0.668175 }
UVî‘çÜ339 : { 0.610009, 0.467829 }
UVî‘çÜ340 : { 0.500178, 0.456281 }
UVî‘çÜ341 : { 0.508631, 0.493482 }
UVî‘çÜ342 : { 0.610009, 0.467829 }
UVî‘çÜ343 : { 0.508631, 0.493482 }
UVî‘çÜ344 : { 0.599214, 0.500752 }
UVî‘çÜ345 : { 0.190129, 0.300261 }
UVî‘çÜ346 : { 0.137933, 0.330035 }
UVî‘çÜ347 : { 0.177776, 0.341644 }
UVî‘çÜ348 : { 0.137933, 0.330035 }
UVî‘çÜ349 : { 0.190129, 0.300261 }
UVî‘çÜ350 : { 0.148967, 0.28619 }
UVî‘çÜ351 : { 0.508631, 0.493482 }
UVî‘çÜ352 : { 0.584823, 0.531168 }
UVî‘çÜ353 : { 0.599214, 0.500752 }
UVî‘çÜ354 : { 0.584823, 0.531168 }
UVî‘çÜ355 : { 0.508631, 0.493482 }
UVî‘çÜ356 : { 0.511829, 0.516382 }
UVî‘çÜ357 : { 0.820829, 0.64009 }
UVî‘çÜ358 : { 0.802756, 0.69431 }
UVî‘çÜ359 : { 0.83696, 0.705448 }
UVî‘çÜ360 : { 0.820829, 0.64009 }
UVî‘çÜ361 : { 0.83696, 0.705448 }
UVî‘çÜ362 : { 0.872685, 0.655857 }
UVî‘çÜ363 : { 0.257508, 0.516172 }
UVî‘çÜ364 : { 0.280135, 0.535082 }
UVî‘çÜ365 : { 0.296665, 0.510274 }
UVî‘çÜ366 : { 0.280135, 0.535082 }
UVî‘çÜ367 : { 0.295778, 0.532034 }
UVî‘çÜ368 : { 0.296665, 0.510274 }
UVî‘çÜ369 : { 0.601651, 0.23948 }
UVî‘çÜ370 : { 0.461108, 0.243946 }
UVî‘çÜ371 : { 0.47153, 0.303652 }
UVî‘çÜ372 : { 0.601651, 0.23948 }
UVî‘çÜ373 : { 0.47153, 0.303652 }
UVî‘çÜ374 : { 0.606929, 0.310882 }
UVî‘çÜ375 : { 0.368973, 0.345355 }
UVî‘çÜ376 : { 0.333291, 0.38242 }
UVî‘çÜ377 : { 0.367316, 0.38222 }
UVî‘çÜ378 : { 0.333291, 0.38242 }
UVî‘çÜ379 : { 0.368973, 0.345355 }
UVî‘çÜ380 : { 0.330623, 0.344223 }
UVî‘çÜ381 : { 0.508184, 0.503291 }
UVî‘çÜ382 : { 0.467118, 0.523759 }
UVî‘çÜ383 : { 0.506673, 0.523517 }
UVî‘çÜ384 : { 0.467118, 0.523759 }
UVî‘çÜ385 : { 0.508184, 0.503291 }
UVî‘çÜ386 : { 0.456679, 0.507438 }
UVî‘çÜ387 : { 0.390658, 0.130141 }
UVî‘çÜ388 : { 0.401645, 0.0744905 }
UVî‘çÜ389 : { 0.38233, 0.0753746 }
UVî‘çÜ390 : { 0.38233, 0.0753746 }
UVî‘çÜ391 : { 0.370264, 0.135255 }
UVî‘çÜ392 : { 0.390658, 0.130141 }
UVî‘çÜ393 : { 0.484742, 0.558531 }
UVî‘çÜ394 : { 0.488957, 0.571041 }
UVî‘çÜ395 : { 0.496441, 0.559639 }
UVî‘çÜ396 : { 0.390658, 0.130141 }
UVî‘çÜ397 : { 0.455207, 0.201505 }
UVî‘çÜ398 : { 0.457533, 0.139357 }
UVî‘çÜ399 : { 0.455207, 0.201505 }
UVî‘çÜ400 : { 0.390658, 0.130141 }
UVî‘çÜ401 : { 0.384465, 0.197867 }
UVî‘çÜ402 : { 0.754203, 0.705785 }
UVî‘çÜ403 : { 0.775604, 0.687222 }
UVî‘çÜ404 : { 0.765272, 0.686955 }
UVî‘çÜ405 : { 0.367316, 0.38222 }
UVî‘çÜ406 : { 0.339692, 0.423456 }
UVî‘çÜ407 : { 0.367174, 0.421222 }
UVî‘çÜ408 : { 0.339692, 0.423456 }
UVî‘çÜ409 : { 0.367316, 0.38222 }
UVî‘çÜ410 : { 0.333291, 0.38242 }
UVî‘çÜ411 : { 0.355151, 0.478126 }
UVî‘çÜ412 : { 0.36934, 0.453534 }
UVî‘çÜ413 : { 0.347575, 0.457118 }
UVî‘çÜ414 : { 0.36934, 0.453534 }
UVî‘çÜ415 : { 0.355151, 0.478126 }
UVî‘çÜ416 : { 0.37167, 0.472744 }
UVî‘çÜ417 : { 0.196877, 0.540094 }
UVî‘çÜ418 : { 0.145014, 0.537677 }
UVî‘çÜ419 : { 0.150693, 0.57518 }
UVî‘çÜ420 : { 0.196877, 0.540094 }
UVî‘çÜ421 : { 0.150693, 0.57518 }
UVî‘çÜ422 : { 0.196301, 0.57594 }
UVî‘çÜ423 : { 0.205225, 0.669159 }
UVî‘çÜ424 : { 0.20664, 0.633267 }
UVî‘çÜ425 : { 0.171443, 0.640264 }
UVî‘çÜ426 : { 0.20664, 0.633267 }
UVî‘çÜ427 : { 0.205225, 0.669159 }
UVî‘çÜ428 : { 0.218957, 0.668669 }
UVî‘çÜ429 : { 0.304798, 0.408623 }
UVî‘çÜ430 : { 0.232415, 0.403234 }
UVî‘çÜ431 : { 0.232641, 0.427017 }
UVî‘çÜ432 : { 0.304798, 0.408623 }
UVî‘çÜ433 : { 0.232641, 0.427017 }
UVî‘çÜ434 : { 0.30311, 0.434019 }
UVî‘çÜ435 : { 0.336244, 0.26786 }
UVî‘çÜ436 : { 0.371357, 0.308432 }
UVî‘çÜ437 : { 0.376192, 0.271868 }
UVî‘çÜ438 : { 0.371357, 0.308432 }
UVî‘çÜ439 : { 0.336244, 0.26786 }
UVî‘çÜ440 : { 0.33144, 0.305611 }
UVî‘çÜ441 : { 0.506673, 0.523517 }
UVî‘çÜ442 : { 0.479755, 0.546587 }
UVî‘çÜ443 : { 0.502162, 0.547397 }
UVî‘çÜ444 : { 0.479755, 0.546587 }
UVî‘çÜ445 : { 0.506673, 0.523517 }
UVî‘çÜ446 : { 0.467118, 0.523759 }
UVî‘çÜ447 : { 0.343206, 0.234483 }
UVî‘çÜ448 : { 0.376192, 0.271868 }
UVî‘çÜ449 : { 0.38109, 0.238778 }
UVî‘çÜ450 : { 0.376192, 0.271868 }
UVî‘çÜ451 : { 0.343206, 0.234483 }
UVî‘çÜ452 : { 0.336244, 0.26786 }
UVî‘çÜ453 : { 0.371357, 0.308432 }
UVî‘çÜ454 : { 0.33144, 0.305611 }
UVî‘çÜ455 : { 0.368973, 0.345355 }
UVî‘çÜ456 : { 0.33144, 0.305611 }
UVî‘çÜ457 : { 0.330623, 0.344223 }
UVî‘çÜ458 : { 0.368973, 0.345355 }
UVî‘çÜ459 : { 0.239554, 0.706223 }
UVî‘çÜ460 : { 0.228461, 0.687423 }
UVî‘çÜ461 : { 0.218115, 0.687696 }
UVî‘çÜ462 : { 0.583985, 0.136848 }
UVî‘çÜ463 : { 0.615764, 0.080941 }
UVî‘çÜ464 : { 0.575101, 0.078242 }
UVî‘çÜ465 : { 0.615764, 0.080941 }
UVî‘çÜ466 : { 0.583985, 0.136848 }
UVî‘çÜ467 : { 0.625969, 0.138234 }
UVî‘çÜ468 : { 0.234438, 0.376143 }
UVî‘çÜ469 : { 0.24029, 0.338491 }
UVî‘çÜ470 : { 0.223967, 0.337919 }
UVî‘çÜ471 : { 0.234438, 0.376143 }
UVî‘çÜ472 : { 0.223967, 0.337919 }
UVî‘çÜ473 : { 0.218488, 0.376055 }
UVî‘çÜ474 : { 0.24029, 0.338491 }
UVî‘çÜ475 : { 0.247082, 0.302339 }
UVî‘çÜ476 : { 0.232014, 0.300564 }
UVî‘çÜ477 : { 0.24029, 0.338491 }
UVî‘çÜ478 : { 0.232014, 0.300564 }
UVî‘çÜ479 : { 0.223967, 0.337919 }
UVî‘çÜ480 : { 0.253155, 0.228315 }
UVî‘çÜ481 : { 0.232014, 0.300564 }
UVî‘çÜ482 : { 0.247082, 0.302339 }
UVî‘çÜ483 : { 0.606929, 0.310882 }
UVî‘çÜ484 : { 0.47153, 0.303652 }
UVî‘çÜ485 : { 0.478519, 0.336721 }
UVî‘çÜ486 : { 0.606929, 0.310882 }
UVî‘çÜ487 : { 0.478519, 0.336721 }
UVî‘çÜ488 : { 0.618377, 0.341308 }
UVî‘çÜ489 : { 0.23248, 0.40174 }
UVî‘çÜ490 : { 0.234438, 0.376143 }
UVî‘çÜ491 : { 0.218488, 0.376055 }
UVî‘çÜ492 : { 0.23248, 0.40174 }
UVî‘çÜ493 : { 0.218488, 0.376055 }
UVî‘çÜ494 : { 0.216538, 0.401965 }
UVî‘çÜ495 : { 0.548568, 0.582208 }
UVî‘çÜ496 : { 0.520586, 0.573543 }
UVî‘çÜ497 : { 0.523464, 0.611331 }
UVî‘çÜ498 : { 0.224666, 0.476237 }
UVî‘çÜ499 : { 0.231418, 0.495373 }
UVî‘çÜ500 : { 0.23697, 0.475604 }
UVî‘çÜ501 : { 0.23697, 0.475604 }
UVî‘çÜ502 : { 0.231418, 0.495373 }
UVî‘çÜ503 : { 0.240092, 0.494525 }
UVî‘çÜ504 : { 0.232492, 0.426895 }
UVî‘çÜ505 : { 0.23248, 0.40174 }
UVî‘çÜ506 : { 0.216538, 0.401965 }
UVî‘çÜ507 : { 0.232492, 0.426895 }
UVî‘çÜ508 : { 0.216538, 0.401965 }
UVî‘çÜ509 : { 0.216679, 0.427224 }
UVî‘çÜ510 : { 0.618377, 0.341308 }
UVî‘çÜ511 : { 0.478519, 0.336721 }
UVî‘çÜ512 : { 0.484742, 0.370235 }
UVî‘çÜ513 : { 0.618377, 0.341308 }
UVî‘çÜ514 : { 0.484742, 0.370235 }
