
[MeshData]

UVêî : 1794

UVî‘çÜ0 : { 0.594898, 0.691846 }
UVî‘çÜ194 : { 0.315168, 0.0794388 }
UVî‘çÜ195 : { 0.210667, 0.212148 }
UVî‘çÜ196 : { 0.195314, 0.216131 }
UVî‘çÜ197 : { 0.220148, 0.188094 }
UVî‘çÜ198 : { 0.728845, 0.554908 }
UVî‘çÜ199 : { 0.69983, 0.568117 }
UVî‘çÜ200 : { 0.686512, 0.601981 }
UVî‘çÜ201 : { 0.824347, 0.529673 }
UVî‘çÜ202 : { 0.847342, 0.525447 }
UVî‘çÜ203 : { 0.831278, 0.501468 }
UVî‘çÜ204 : { 0.42733, 0.221397 }
UVî‘çÜ205 : { 0.429919, 0.185165 }
UVî‘çÜ206 : { 0.462107, 0.236743 }
UVî‘çÜ207 : { 0.186888, 0.0847548 }
UVî‘çÜ208 : { 0.193151, 0.0877852 }
UVî‘çÜ209 : { 0.189895, 0.0846489 }
UVî‘çÜ210 : { 0.193151, 0.0877852 }
UVî‘çÜ211 : { 0.186888, 0.0847548 }
UVî‘çÜ212 : { 0.186024, 0.0878283 }
UVî‘çÜ213 : { 0.522977, 0.61254 }
UVî‘çÜ214 : { 0.522838, 0.665194 }
UVî‘çÜ215 : { 0.569886, 0.612111 }
UVî‘çÜ216 : { 0.420331, 0.0410862 }
UVî‘çÜ217 : { 0.424117, 0.0317232 }
UVî‘çÜ218 : { 0.442468, 0.0496346 }
UVî‘çÜ219 : { 0.574461, 0.598976 }
UVî‘çÜ220 : { 0.569886, 0.612111 }
UVî‘çÜ221 : { 0.614857, 0.590919 }
UVî‘çÜ222 : { 0.47785, 0.0959891 }
UVî‘çÜ223 : { 0.469892, 0.135913 }
UVî‘çÜ224 : { 0.414458, 0.0753252 }
UVî‘çÜ225 : { 0.207665, 0.125065 }
UVî‘çÜ226 : { 0.245037, 0.110712 }
UVî‘çÜ227 : { 0.206942, 0.138744 }
UVî‘çÜ228 : { 0.236381, 0.18883 }
UVî‘çÜ229 : { 0.225498, 0.209644 }
UVî‘çÜ230 : { 0.222088, 0.21022 }
UVî‘çÜ231 : { 0.225498, 0.209644 }
UVî‘çÜ232 : { 0.236381, 0.18883 }
UVî‘çÜ233 : { 0.241116, 0.189045 }
UVî‘çÜ234 : { 0.859314, 0.561901 }
UVî‘çÜ235 : { 0.86458, 0.531659 }
UVî‘çÜ236 : { 0.839315, 0.553464 }
UVî‘çÜ237 : { 0.3617, 0.125082 }
UVî‘çÜ238 : { 0.36371, 0.157288 }
UVî‘çÜ239 : { 0.332387, 0.119738 }
UVî‘çÜ240 : { 0.208852, 0.102621 }
UVî‘çÜ241 : { 0.234112, 0.0642833 }
UVî‘çÜ242 : { 0.247671, 0.084727 }
UVî‘çÜ243 : { 0.263215, 0.0518042 }
UVî‘çÜ244 : { 0.256495, 0.0440639 }
UVî‘çÜ245 : { 0.268793, 0.0478519 }
UVî‘çÜ246 : { 0.260472, 0.0383683 }
UVî‘çÜ247 : { 0.268793, 0.0478519 }
UVî‘çÜ248 : { 0.256495, 0.0440639 }
UVî‘çÜ249 : { 0.35124, 0.207373 }
UVî‘çÜ250 : { 0.379137, 0.234898 }
UVî‘çÜ251 : { 0.370693, 0.239091 }
UVî‘çÜ252 : { 0.831278, 0.501468 }
UVî‘çÜ253 : { 0.854737, 0.425356 }
UVî‘çÜ254 : { 0.816801, 0.496359 }
UVî‘çÜ255 : { 0.419503, 0.28387 }
UVî‘çÜ256 : { 0.4134, 0.268368 }
UVî‘çÜ257 : { 0.422903, 0.279418 }
UVî‘çÜ258 : { 0.208852, 0.102621 }
UVî‘çÜ259 : { 0.214941, 0.0561099 }
UVî‘çÜ260 : { 0.234112, 0.0642833 }
UVî‘çÜ261 : { 0.82419, 0.407222 }
UVî‘çÜ262 : { 0.813556, 0.41786 }
UVî‘çÜ263 : { 0.806074, 0.450128 }
UVî‘çÜ264 : { 0.82419, 0.407222 }
UVî‘çÜ265 : { 0.816801, 0.496359 }
UVî‘çÜ266 : { 0.854737, 0.425356 }
UVî‘çÜ267 : { 0.195314, 0.216131 }
UVî‘çÜ268 : { 0.186462, 0.237397 }
UVî‘çÜ269 : { 0.1796, 0.222403 }
UVî‘çÜ270 : { 0.846709, 0.402923 }
UVî‘çÜ271 : { 0.82419, 0.407222 }
UVî‘çÜ272 : { 0.854737, 0.425356 }
UVî‘çÜ273 : { 0.187987, 0.0928373 }
UVî‘çÜ274 : { 0.193151, 0.0877852 }
UVî‘çÜ275 : { 0.186024, 0.0878283 }
UVî‘çÜ276 : { 0.184897, 0.141986 }
UVî‘çÜ277 : { 0.206942, 0.138744 }
UVî‘çÜ278 : { 0.184721, 0.151973 }
UVî‘çÜ279 : { 0.240384, 0.127186 }
UVî‘çÜ280 : { 0.245037, 0.110712 }
UVî‘çÜ281 : { 0.273074, 0.119335 }
UVî‘çÜ282 : { 0.464475, 0.289884 }
UVî‘çÜ283 : { 0.433581, 0.260504 }
UVî‘çÜ284 : { 0.462107, 0.236743 }
UVî‘çÜ285 : { 0.464475, 0.289884 }
UVî‘çÜ286 : { 0.442183, 0.287849 }
UVî‘çÜ287 : { 0.433581, 0.260504 }
UVî‘çÜ288 : { 0.195314, 0.216131 }
UVî‘çÜ289 : { 0.203233, 0.231585 }
UVî‘çÜ290 : { 0.186462, 0.237397 }
UVî‘çÜ291 : { 0.447514, 0.0418566 }
UVî‘çÜ292 : { 0.480675, 0.0637498 }
UVî‘çÜ293 : { 0.442468, 0.0496346 }
UVî‘çÜ294 : { 0.399511, 0.0333028 }
UVî‘çÜ295 : { 0.414458, 0.0753252 }
UVî‘çÜ296 : { 0.383994, 0.0373344 }
UVî‘çÜ297 : { 0.429919, 0.185165 }
UVî‘çÜ298 : { 0.397365, 0.163219 }
UVî‘çÜ299 : { 0.430751, 0.145061 }
UVî‘çÜ300 : { 0.378635, 0.0876846 }
UVî‘çÜ301 : { 0.430751, 0.145061 }
UVî‘çÜ302 : { 0.397365, 0.163219 }
UVî‘çÜ303 : { 0.42733, 0.221397 }
UVî‘çÜ304 : { 0.397365, 0.163219 }
UVî‘çÜ305 : { 0.429919, 0.185165 }
UVî‘çÜ306 : { 0.195314, 0.216131 }
UVî‘çÜ307 : { 0.1796, 0.222403 }
UVî‘çÜ308 : { 0.183825, 0.186087 }
UVî‘çÜ309 : { 0.392557, 0.212524 }
UVî‘çÜ310 : { 0.366713, 0.203506 }
UVî‘çÜ311 : { 0.36371, 0.157288 }
UVî‘çÜ312 : { 0.407991, 0.272936 }
UVî‘çÜ313 : { 0.400501, 0.262103 }
UVî‘çÜ314 : { 0.4134, 0.268368 }
UVî‘çÜ315 : { 0.36371, 0.157288 }
UVî‘çÜ316 : { 0.397365, 0.163219 }
UVî‘çÜ317 : { 0.392557, 0.212524 }
UVî‘çÜ318 : { 0.922655, 0.642362 }
UVî‘çÜ319 : { 0.922655, 0.623322 }
UVî‘çÜ320 : { 0.889853, 0.645243 }
UVî‘çÜ321 : { 0.3617, 0.125082 }
UVî‘çÜ322 : { 0.397365, 0.163219 }
UVî‘çÜ323 : { 0.36371, 0.157288 }
UVî‘çÜ324 : { 0.399511, 0.0333028 }
UVî‘çÜ325 : { 0.383638, 0.0259923 }
UVî‘çÜ326 : { 0.400844, 0.0235982 }
UVî‘çÜ327 : { 0.442183, 0.287849 }
UVî‘çÜ328 : { 0.465902, 0.293929 }
UVî‘çÜ329 : { 0.464475, 0.289884 }
UVî‘çÜ330 : { 0.378635, 0.0876846 }
UVî‘çÜ331 : { 0.397365, 0.163219 }
UVî‘çÜ332 : { 0.3617, 0.125082 }
UVî‘çÜ333 : { 0.414458, 0.0753252 }
UVî‘çÜ334 : { 0.420331, 0.0410862 }
UVî‘çÜ335 : { 0.442468, 0.0496346 }
UVî‘çÜ336 : { 0.332387, 0.119738 }
UVî‘çÜ337 : { 0.36371, 0.157288 }
UVî‘çÜ338 : { 0.335186, 0.144039 }
UVî‘çÜ339 : { 0.353423, 0.0420513 }
UVî‘çÜ340 : { 0.352773, 0.0597937 }
UVî‘çÜ341 : { 0.342048, 0.0547839 }
UVî‘çÜ342 : { 0.33295, 0.095327 }
UVî‘çÜ343 : { 0.322743, 0.114879 }
UVî‘çÜ344 : { 0.324059, 0.0873829 }
UVî‘çÜ345 : { 0.315168, 0.0794388 }
UVî‘çÜ346 : { 0.33157, 0.0704709 }
UVî‘çÜ347 : { 0.324059, 0.0873829 }
UVî‘çÜ348 : { 0.42733, 0.221397 }
UVî‘çÜ349 : { 0.41744, 0.24153 }
UVî‘çÜ350 : { 0.392557, 0.212524 }
UVî‘çÜ351 : { 0.442468, 0.0496346 }
UVî‘çÜ352 : { 0.47785, 0.0959891 }
UVî‘çÜ353 : { 0.414458, 0.0753252 }
UVî‘çÜ354 : { 0.335186, 0.144039 }
UVî‘çÜ355 : { 0.358977, 0.20544 }
UVî‘çÜ356 : { 0.326377, 0.142096 }
UVî‘çÜ357 : { 0.378635, 0.0876846 }
UVî‘çÜ358 : { 0.368951, 0.0434853 }
UVî‘çÜ359 : { 0.414458, 0.0753252 }
UVî‘çÜ360 : { 0.33295, 0.095327 }
UVî‘çÜ361 : { 0.3617, 0.125082 }
UVî‘çÜ362 : { 0.332387, 0.119738 }
UVî‘çÜ363 : { 0.429919, 0.185165 }
UVî‘çÜ364 : { 0.430751, 0.145061 }
UVî‘çÜ365 : { 0.469892, 0.135913 }
UVî‘çÜ366 : { 0.522977, 0.61254 }
UVî‘çÜ367 : { 0.569886, 0.612111 }
UVî‘çÜ368 : { 0.533247, 0.601378 }
UVî‘çÜ369 : { 0.335186, 0.144039 }
UVî‘çÜ370 : { 0.36371, 0.157288 }
UVî‘çÜ371 : { 0.366713, 0.203506 }
UVî‘çÜ372 : { 0.45256, 0.0340787 }
UVî‘çÜ373 : { 0.480675, 0.0637498 }
UVî‘çÜ374 : { 0.447514, 0.0418566 }
UVî‘çÜ375 : { 0.392557, 0.212524 }
UVî‘çÜ376 : { 0.38758, 0.230705 }
UVî‘çÜ377 : { 0.366713, 0.203506 }
UVî‘çÜ378 : { 0.42733, 0.221397 }
UVî‘çÜ379 : { 0.433581, 0.260504 }
UVî‘çÜ380 : { 0.41744, 0.24153 }
UVî‘çÜ381 : { 0.342918, 0.0740293 }
UVî‘çÜ382 : { 0.352773, 0.0597937 }
UVî‘çÜ383 : { 0.378635, 0.0876846 }
UVî‘çÜ384 : { 0.3617, 0.125082 }
UVî‘çÜ385 : { 0.33295, 0.095327 }
UVî‘çÜ386 : { 0.378635, 0.0876846 }
UVî‘çÜ387 : { 0.85812, 0.645924 }
UVî‘çÜ388 : { 0.892548, 0.621635 }
UVî‘çÜ389 : { 0.863317, 0.625431 }
UVî‘çÜ390 : { 0.462107, 0.236743 }
UVî‘çÜ391 : { 0.429919, 0.185165 }
UVî‘çÜ392 : { 0.464582, 0.200175 }
UVî‘çÜ393 : { 0.827984, 0.648385 }
UVî‘çÜ394 : { 0.85812, 0.645924 }
UVî‘çÜ395 : { 0.832418, 0.629083 }
UVî‘çÜ396 : { 0.205533, 0.165376 }
UVî‘çÜ397 : { 0.201031, 0.190832 }
UVî‘çÜ398 : { 0.184492, 0.16497 }
UVî‘çÜ399 : { 0.60083, 0.610451 }
UVî‘çÜ400 : { 0.614857, 0.590919 }
UVî‘çÜ401 : { 0.569886, 0.612111 }
UVî‘çÜ402 : { 0.824347, 0.529673 }
UVî‘çÜ403 : { 0.831278, 0.501468 }
UVî‘çÜ404 : { 0.816801, 0.496359 }
UVî‘çÜ405 : { 0.922655, 0.51821 }
UVî‘çÜ406 : { 0.912918, 0.52135 }
UVî‘çÜ407 : { 0.922655, 0.563853 }
UVî‘çÜ408 : { 0.164228, 0.0504165 }
UVî‘çÜ409 : { 0.181847, 0.0560354 }
UVî‘çÜ410 : { 0.186413, 0.0645705 }
UVî‘çÜ411 : { 0.195314, 0.216131 }
UVî‘çÜ412 : { 0.183825, 0.186087 }
UVî‘çÜ413 : { 0.201031, 0.190832 }
UVî‘çÜ414 : { 0.184492, 0.16497 }
UVî‘çÜ415 : { 0.201031, 0.190832 }
UVî‘çÜ416 : { 0.183825, 0.186087 }
UVî‘çÜ417 : { 0.414458, 0.0753252 }
UVî‘çÜ418 : { 0.430751, 0.145061 }
UVî‘çÜ419 : { 0.378635, 0.0876846 }
UVî‘çÜ420 : { 0.467329, 0.297973 }
UVî‘çÜ421 : { 0.437616, 0.291162 }
UVî‘çÜ422 : { 0.465902, 0.293929 }
UVî‘çÜ423 : { 0.208852, 0.102621 }
UVî‘çÜ424 : { 0.196036, 0.0616997 }
UVî‘çÜ425 : { 0.214941, 0.0561099 }
UVî‘çÜ426 : { 0.220148, 0.188094 }
UVî‘çÜ427 : { 0.195314, 0.216131 }
UVî‘çÜ428 : { 0.201031, 0.190832 }
UVî‘çÜ429 : { 0.191831, 0.0966411 }
UVî‘çÜ430 : { 0.193151, 0.0877852 }
UVî‘çÜ431 : { 0.187987, 0.0928373 }
UVî‘çÜ432 : { 0.60083, 0.610451 }
UVî‘çÜ433 : { 0.63992, 0.606107 }
UVî‘çÜ434 : { 0.614857, 0.590919 }
UVî‘çÜ435 : { 0.574461, 0.598976 }
UVî‘çÜ436 : { 0.533247, 0.601378 }
UVî‘çÜ437 : { 0.569886, 0.612111 }
UVî‘çÜ438 : { 0.317569, 0.140153 }
UVî‘çÜ439 : { 0.322743, 0.114879 }
UVî‘çÜ440 : { 0.326377, 0.142096 }
UVî‘çÜ441 : { 0.847342, 0.525447 }
UVî‘çÜ442 : { 0.824347, 0.529673 }
UVî‘çÜ443 : { 0.839315, 0.553464 }
UVî‘çÜ444 : { 0.407991, 0.272936 }
UVî‘çÜ445 : { 0.419503, 0.28387 }
UVî‘çÜ446 : { 0.402581, 0.277505 }
UVî‘çÜ447 : { 0.889853, 0.645243 }
UVî‘çÜ448 : { 0.892548, 0.621635 }
UVî‘çÜ449 : { 0.85812, 0.645924 }
UVî‘çÜ450 : { 0.365118, 0.0206836 }
UVî‘çÜ451 : { 0.383638, 0.0259923 }
UVî‘çÜ452 : { 0.367035, 0.0320845 }
UVî‘çÜ453 : { 0.368951, 0.0434853 }
UVî‘çÜ454 : { 0.353423, 0.0420513 }
UVî‘çÜ455 : { 0.367035, 0.0320845 }
UVî‘çÜ456 : { 0.342918, 0.0740293 }
UVî‘çÜ457 : { 0.33157, 0.0704709 }
UVî‘çÜ458 : { 0.342048, 0.0547839 }
UVî‘çÜ459 : { 0.598742, 0.661476 }
UVî‘çÜ460 : { 0.60083, 0.610451 }
UVî‘çÜ461 : { 0.562159, 0.665959 }
UVî‘çÜ462 : { 0.322743, 0.114879 }
UVî‘çÜ463 : { 0.332387, 0.119738 }
UVî‘çÜ464 : { 0.326377, 0.142096 }
UVî‘çÜ465 : { 0.187553, 0.0823929 }
UVî‘çÜ466 : { 0.186888, 0.0847548 }
UVî‘çÜ467 : { 0.189895, 0.0846489 }
UVî‘çÜ468 : { 0.366713, 0.203506 }
UVî‘çÜ469 : { 0.358977, 0.20544 }
UVî‘çÜ470 : { 0.335186, 0.144039 }
UVî‘çÜ471 : { 0.430751, 0.145061 }
UVî‘çÜ472 : { 0.414458, 0.0753252 }
UVî‘çÜ473 : { 0.469892, 0.135913 }
UVî‘çÜ474 : { 0.383283, 0.0146502 }
UVî‘çÜ475 : { 0.400844, 0.0235982 }
UVî‘çÜ476 : { 0.383638, 0.0259923 }
UVî‘çÜ477 : { 0.207665, 0.125065 }
UVî‘çÜ478 : { 0.208852, 0.102621 }
UVî‘çÜ479 : { 0.245037, 0.110712 }
UVî‘çÜ480 : { 0.208852, 0.102621 }
UVî‘çÜ481 : { 0.207665, 0.125065 }
UVî‘çÜ482 : { 0.185133, 0.128553 }
UVî‘çÜ483 : { 0.407825, 0.256677 }
UVî‘çÜ484 : { 0.38758, 0.230705 }
UVî‘çÜ485 : { 0.41744, 0.24153 }
UVî‘çÜ486 : { 0.832418, 0.629083 }
UVî‘çÜ487 : { 0.85812, 0.645924 }
UVî‘çÜ488 : { 0.863317, 0.625431 }
UVî‘çÜ489 : { 0.337405, 0.0425613 }
UVî‘çÜ490 : { 0.353423, 0.0420513 }
UVî‘çÜ491 : { 0.342048, 0.0547839 }
UVî‘çÜ492 : { 0.240384, 0.127186 }
UVî‘çÜ493 : { 0.206942, 0.138744 }
UVî‘çÜ494 : { 0.245037, 0.110712 }
UVî‘çÜ495 : { 0.324059, 0.0873829 }
UVî‘çÜ496 : { 0.322743, 0.114879 }
UVî‘çÜ497 : { 0.315168, 0.0794388 }
UVî‘çÜ498 : { 0.73612, 0.642453 }
UVî‘çÜ499 : { 0.662619, 0.694782 }
UVî‘çÜ500 : { 0.720469, 0.676933 }
UVî‘çÜ501 : { 0.562159, 0.665959 }
UVî‘çÜ502 : { 0.60083, 0.610451 }
UVî‘çÜ503 : { 0.569886, 0.612111 }
UVî‘çÜ504 : { 0.60083, 0.610451 }
UVî‘çÜ505 : { 0.598742, 0.661476 }
UVî‘çÜ506 : { 0.63992, 0.606107 }
UVî‘çÜ507 : { 0.764982, 0.533206 }
UVî‘çÜ508 : { 0.789376, 0.558886 }
UVî‘çÜ509 : { 0.73994, 0.59172 }
UVî‘çÜ510 : { 0.213196, 0.224467 }
